filename,width,height,class,xmin,ymin,xmax,ymax
107268410_983768962052938_1316649334831551698_n.jpg,720,960,pepsi,474,203,490,228
107268410_983768962052938_1316649334831551698_n.jpg,720,960,pepsi,526,204,563,265
107268410_983768962052938_1316649334831551698_n.jpg,720,960,pepsi,564,205,589,232
107268410_983768962052938_1316649334831551698_n.jpg,720,960,pepsi,623,209,652,265
107268410_983768962052938_1316649334831551698_n.jpg,720,960,pepsi,427,428,460,468
107268410_983768962052938_1316649334831551698_n.jpg,720,960,pepsi,555,446,593,493
107268410_983768962052938_1316649334831551698_n.jpg,720,960,mountaindew,106,425,159,461
107268410_983768962052938_1316649334831551698_n.jpg,720,960,mountaindew,173,424,222,469
107268410_983768962052938_1316649334831551698_n.jpg,720,960,mountaindew,231,423,281,476
107268410_983768962052938_1316649334831551698_n.jpg,720,960,bang,110,668,162,724
107268410_983768962052938_1316649334831551698_n.jpg,720,960,bang,186,664,232,719
107268410_983768962052938_1316649334831551698_n.jpg,720,960,drpepper,258,634,305,671
107268410_983768962052938_1316649334831551698_n.jpg,720,960,gatorade,153,868,183,907
107268410_983768962052938_1316649334831551698_n.jpg,720,960,gatorade,403,830,430,860
107268410_983768962052938_1316649334831551698_n.jpg,720,960,gatorade,518,919,547,955
107699052_4082992705104098_448169056425907945_n.jpg,720,960,squirt,210,126,249,162
107699052_4082992705104098_448169056425907945_n.jpg,720,960,squirt,266,131,302,169
107699052_4082992705104098_448169056425907945_n.jpg,720,960,newmix,157,360,192,385
107699052_4082992705104098_448169056425907945_n.jpg,720,960,newmix,249,268,275,298
107699052_4082992705104098_448169056425907945_n.jpg,720,960,coronaextra,506,333,535,404
107699052_4082992705104098_448169056425907945_n.jpg,720,960,fanta,262,458,299,483
107699052_4082992705104098_448169056425907945_n.jpg,720,960,cocacola,154,553,200,580
107699052_4082992705104098_448169056425907945_n.jpg,720,960,coronaextra,169,701,204,717
107699052_4082992705104098_448169056425907945_n.jpg,720,960,jumex,228,884,265,898
107699052_4082992705104098_448169056425907945_n.jpg,720,960,modelo,430,829,466,848
107699052_4082992705104098_448169056425907945_n.jpg,720,960,modelo,389,767,420,784
107699052_4082992705104098_448169056425907945_n.jpg,720,960,coronaextra,280,691,310,703
107699052_4082992705104098_448169056425907945_n.jpg,720,960,coronaextra,206,697,241,713
117996004_122701852870121_3538523348248232515_n.jpg,572,960,pepsi,119,160,134,174
117996004_122701852870121_3538523348248232515_n.jpg,572,960,pepsi,177,163,189,176
117996004_122701852870121_3538523348248232515_n.jpg,572,960,pepsi,324,143,361,196
117996004_122701852870121_3538523348248232515_n.jpg,572,960,pepsi,373,144,421,197
117996004_122701852870121_3538523348248232515_n.jpg,572,960,pepsi,427,145,470,198
117996004_122701852870121_3538523348248232515_n.jpg,572,960,dietcoke,412,359,470,393
117996004_122701852870121_3538523348248232515_n.jpg,572,960,tango,102,519,156,545
117996004_122701852870121_3538523348248232515_n.jpg,572,960,tango,163,522,201,544
117996004_122701852870121_3538523348248232515_n.jpg,572,960,tango,215,520,252,547
117996004_122701852870121_3538523348248232515_n.jpg,572,960,tango,286,691,332,715
117996004_122701852870121_3538523348248232515_n.jpg,572,960,tango,338,693,384,720
117996004_122701852870121_3538523348248232515_n.jpg,572,960,tango,402,696,438,715
117996004_122701852870121_3538523348248232515_n.jpg,572,960,vimto,214,688,259,720
117996004_122701852870121_3538523348248232515_n.jpg,572,960,benshaws,303,508,344,528
117996004_122701852870121_3538523348248232515_n.jpg,572,960,benshaws,368,508,400,529
117996004_122701852870121_3538523348248232515_n.jpg,572,960,benshaws,419,510,459,528
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,88,303,150,336
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,175,306,229,337
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,263,303,318,333
11951740_719465771518468_536996741193799826_o.jpg,768,1024,sprite,392,310,429,334
11951740_719465771518468_536996741193799826_o.jpg,768,1024,sprite,477,309,521,336
11951740_719465771518468_536996741193799826_o.jpg,768,1024,fanta,581,357,636,388
11951740_719465771518468_536996741193799826_o.jpg,768,1024,fanta,545,632,595,673
11951740_719465771518468_536996741193799826_o.jpg,768,1024,fanta,614,641,663,676
11951740_719465771518468_536996741193799826_o.jpg,768,1024,sprite,403,596,447,620
11951740_719465771518468_536996741193799826_o.jpg,768,1024,sprite,467,592,505,620
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,74,579,128,606
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,150,579,205,607
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,216,580,267,607
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,296,580,347,608
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,150,188,229,216
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,236,187,314,216
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,324,186,401,211
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,408,184,488,212
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,498,183,576,212
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,587,181,667,212
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,680,181,712,259
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,680,262,713,350
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,684,361,718,438
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,60,434,136,473
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,147,441,224,472
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,234,437,313,473
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,320,438,401,468
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,409,438,490,470
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,498,437,581,472
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,354,274,389,359
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,355,361,389,437
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,352,534,384,618
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,353,623,386,708
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,52,703,130,743
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,137,706,218,742
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,225,708,308,743
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,317,706,400,746
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,406,709,491,748
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,498,713,584,747
11951740_719465771518468_536996741193799826_o.jpg,768,1024,cocacola,595,712,674,754
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,cocacola,214,60,255,88
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,cocacola,262,75,298,101
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,cocacola,310,80,342,105
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,cocacola,387,96,422,120
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,sprite,473,84,499,104
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,fanta,316,340,347,360
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,fanta,354,339,388,361
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,sprite,195,239,224,255
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,sprite,238,246,265,264
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,sprite,284,251,308,273
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,fanta,435,353,462,369
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,fanta,399,349,426,367
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,cocacola,131,575,183,600
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,sprite,256,579,300,602
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,sprite,318,581,359,605
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,sprite,381,587,422,611
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,fanta,326,892,371,917
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,fanta,380,888,426,912
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,sprite,262,855,304,876
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,cocacola,190,846,249,873
12002377_719465811518464_4644222205952000857_o.jpg,768,1024,cocacola,124,860,182,887
12107944_876993692415440_2736883558771162704_n.jpg,960,720,7up,57,329,152,437
12107944_876993692415440_2736883558771162704_n.jpg,960,720,7up,593,387,665,472
12107944_876993692415440_2736883558771162704_n.jpg,960,720,7up,751,391,808,470
12107944_876993692415440_2736883558771162704_n.jpg,960,720,cocacola,224,303,373,380
12107944_876993692415440_2736883558771162704_n.jpg,960,720,cocacola,393,317,532,391
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,cocacola,27,404,181,486
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,cocacola,212,406,370,491
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,cocacola,388,413,540,493
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,sprite,584,428,688,510
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,sprite,766,428,873,519
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,sprite,927,432,1040,515
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,sprite,1112,426,1225,517
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,sprite,1275,430,1381,521
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,sprite,288,860,364,941
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,fanta,118,908,199,1015
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,cocacola,453,1004,562,1060
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,mugrootbeer,303,1515,423,1593
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,mugrootbeer,501,1510,616,1595
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,cocacola,644,1510,770,1578
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,cocacola,953,1500,1055,1560
13329538_1028437417239707_7067628938842789231_o.jpg,1536,2048,cocacola,1097,1495,1205,1558
14258378_1588408958130606_2192043682195000857_o.jpg,1080,1440,sprite,196,462,304,555
14258378_1588408958130606_2192043682195000857_o.jpg,1080,1440,fanta,748,547,830,624
14258378_1588408958130606_2192043682195000857_o.jpg,1080,1440,cocacola,473,487,619,567
14258378_1588408958130606_2192043682195000857_o.jpg,1080,1440,cocacola,211,999,356,1065
14258378_1588408958130606_2192043682195000857_o.jpg,1080,1440,quilmes,725,1098,842,1161
14258378_1588408958130606_2192043682195000857_o.jpg,1080,1440,brahma,862,1150,984,1202
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,pyraser,227,349,289,399
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,alisea,649,425,693,438
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,gatorade,803,299,849,356
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,gatorade,983,276,1025,333
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,gatorade,1114,275,1165,332
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,redbull,1714,256,1813,310
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,cocacola,559,803,612,829
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,cocacola,653,799,708,828
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,estathe,712,760,770,890
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,estathe,798,764,846,886
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,estathe,885,751,943,882
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,estathe,992,751,1056,879
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,cocacola,1058,777,1109,919
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,cocacola,1177,772,1222,921
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,cocacola,1291,765,1340,915
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,cocacola,1392,758,1447,909
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,estathe,191,1206,257,1323
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,estathe,358,1200,418,1323
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,fanta,1115,1070,1206,1120
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,fanta,783,1258,864,1319
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,fanta,894,1262,976,1314
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,fanta,996,1261,1079,1314
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,sprite,1393,1255,1494,1333
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,sprite,1512,1259,1617,1333
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,sprite,1621,1256,1731,1343
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,sprite,1746,1256,1858,1333
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,sprite,1748,1031,1852,1095
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,sprite,1432,1048,1529,1117
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,sprite,1118,1831,1217,1904
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,sprite,1322,1846,1432,1920
17990364_420565164988499_1439141938307963412_o.jpg,2032,2048,alisea,1478,1981,1564,2021
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,fanta,272,118,304,137
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,fanta,209,263,235,277
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,fanta,245,263,271,278
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,fanta,281,267,308,279
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,fanta,316,267,340,279
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,sprite,417,122,443,152
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,cocacola,601,245,631,262
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,cocacola,635,245,666,262
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,sprite,282,398,304,413
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,sprite,210,398,228,409
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,sprite,262,550,284,562
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,sprite,310,551,333,566
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,sprite,305,726,330,744
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,fanta,183,577,208,591
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,fanta,135,577,159,592
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,fanta,290,924,323,938
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,stoney,208,724,231,748
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,tab,600,891,630,910
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,tab,652,892,682,908
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,tab,561,548,586,565
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,tab,685,551,710,567
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,tab,600,551,626,567
20526333_1440304089392000_4469979739328809631_n.jpg,720,960,cocacola,422,547,462,571
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,fanta,92,345,160,391
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,fanta,198,358,267,398
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,fanta,301,363,369,399
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,fanta,398,367,466,401
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,fanta,587,371,656,407
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,fanta,680,372,750,407
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,fanta,760,371,830,409
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,fanta,852,373,921,409
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,fanta,941,374,1013,412
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,limca,87,798,152,833
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,limca,175,799,244,835
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,limca,280,807,338,838
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,limca,342,802,402,836
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,limca,589,802,654,841
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,limca,668,805,736,839
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,limca,765,807,825,844
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,limca,828,808,885,847
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,thumsup,479,609,531,685
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,thumsup,440,713,495,788
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,thumsup,502,711,559,789
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,thumsup,418,818,475,894
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,thumsup,478,819,522,891
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,thumsup,528,816,582,894
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,101,1178,155,1214
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,186,1182,244,1219
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,273,1174,334,1214
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,354,1175,415,1218
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,451,1175,502,1215
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,529,1175,581,1218
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,602,1172,662,1213
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,711,1178,767,1215
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,789,1180,847,1215
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,860,1178,919,1213
20689519_1212776132182968_1963413075592207852_o.jpg,1072,1440,sprite,945,1182,1007,1215
22552358_632357370221656_384530255803372128_n.jpg,720,960,pepsi,133,1,178,54
22552358_632357370221656_384530255803372128_n.jpg,720,960,drpepper,199,1,256,43
22552358_632357370221656_384530255803372128_n.jpg,720,960,drpepper,259,1,316,50
22552358_632357370221656_384530255803372128_n.jpg,720,960,pepsi,279,302,317,344
22552358_632357370221656_384530255803372128_n.jpg,720,960,pepsi,340,306,376,349
22552358_632357370221656_384530255803372128_n.jpg,720,960,mountaindew,500,322,549,365
22552358_632357370221656_384530255803372128_n.jpg,720,960,pepsi,219,552,246,581
22552358_632357370221656_384530255803372128_n.jpg,720,960,pepsi,296,477,323,507
22552358_632357370221656_384530255803372128_n.jpg,720,960,crush,350,463,385,523
22552358_632357370221656_384530255803372128_n.jpg,720,960,crush,413,471,443,528
22552358_632357370221656_384530255803372128_n.jpg,720,960,crush,405,551,440,605
22552358_632357370221656_384530255803372128_n.jpg,720,960,drpepper,449,476,490,507
22552358_632357370221656_384530255803372128_n.jpg,720,960,drpepper,546,496,589,529
22552358_632357370221656_384530255803372128_n.jpg,720,960,drpepper,488,586,531,614
22552358_632357370221656_384530255803372128_n.jpg,720,960,drpepper,542,583,579,615
22552358_632357370221656_384530255803372128_n.jpg,720,960,sprite,252,790,289,809
22552358_632357370221656_384530255803372128_n.jpg,720,960,pepsi,312,792,352,841
22552358_632357370221656_384530255803372128_n.jpg,720,960,pepsi,395,794,441,837
22552358_632357370221656_384530255803372128_n.jpg,720,960,fanta,461,787,511,814
22552358_632357370221656_384530255803372128_n.jpg,720,960,A&W,685,825,720,855
22552358_632357370221656_384530255803372128_n.jpg,720,960,minutemaid,529,825,564,850
2471.jpg,1200,1200,drpepper,483,122,760,580
2471.jpg,1200,1200,drpepper,550,718,778,1158
2471.jpg,1200,1200,fanta,843,192,1119,410
2471.jpg,1200,1200,fanta,810,797,1116,1006
2471.jpg,1200,1200,sprite,129,796,433,1072
3024bev_6ac5c.jpg,488,684,heineken,61,75,104,133
3024bev_6ac5c.jpg,488,684,heineken,113,72,154,128
3024bev_6ac5c.jpg,488,684,heineken,164,72,211,126
3024bev_6ac5c.jpg,488,684,minutemaid,177,162,221,191
3024bev_6ac5c.jpg,488,684,minutemaid,231,162,277,192
3024bev_6ac5c.jpg,488,684,labattblue,59,176,102,239
3024bev_6ac5c.jpg,488,684,labattblue,114,176,155,234
3024bev_6ac5c.jpg,488,684,sprite,283,304,327,360
3024bev_6ac5c.jpg,488,684,sprite,332,302,380,359
3024bev_6ac5c.jpg,488,684,dietcoke,65,294,103,373
3024bev_6ac5c.jpg,488,684,dietcoke,109,294,149,370
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,cocacola,506,71,560,94
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,A&W,584,62,627,79
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,sprite,253,160,281,221
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,sprite,257,340,284,356
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,sprite,293,342,320,359
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,dietcoke,332,342,358,353
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,dietcoke,378,338,403,352
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,cocacola,553,341,589,359
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,cocacola,520,341,553,358
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,cocacola,450,339,482,353
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,sprite,269,532,300,550
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,sprite,327,524,356,543
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,canadadry,169,555,205,575
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,canadadry,219,553,255,573
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,cocacola,367,521,408,541
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,powerade,150,795,195,810
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,powerade,345,783,387,796
33193255_1248924841904597_3708777987504603136_n.jpg,768,960,powerade,390,771,425,791
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,simplyfruity,156,136,202,176
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,simplyfruity,216,169,257,203
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,simplyfruity,330,140,374,176
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,sunkist,448,140,516,227
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,sunkist,544,141,612,226
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,sunkist,634,141,702,226
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,pepsi,104,453,174,526
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,pepsi,201,454,271,527
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,pepsi,283,458,338,529
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,sunkist,393,462,462,546
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,sunkist,470,460,548,548
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,pepsi,434,643,502,722
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,pepsi,533,659,605,736
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,pepsi,632,658,707,737
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,pepsi,356,805,424,881
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,pepsi,541,829,609,912
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,pepsi,610,822,679,903
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,icevalley,71,783,139,833
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,icevalley,189,769,256,822
40122645_1932606193465935_1353900457658941440_n.jpg,720,960,icevalley,269,776,340,832
42978774_285717485376235_2483348583013679104_o.jpg,1008,2015,cocacola,209,454,242,511
42978774_285717485376235_2483348583013679104_o.jpg,1008,2015,cocacola,218,381,242,440
42978774_285717485376235_2483348583013679104_o.jpg,1008,2015,maaza,326,460,353,521
42978774_285717485376235_2483348583013679104_o.jpg,1008,2015,kinley,529,477,570,494
42978774_285717485376235_2483348583013679104_o.jpg,1008,2015,fanta,124,647,175,678
